iteration,query,time,n,error
10,q1.rq,20.71,585400,False
10,q10.rq,0.75,1,False
10,q11.rq,1.14,260,False
10,q12.rq,1.42,130,False
10,q14.rq,2.78,22340,False
10,q15.rq,3.92,8564,False
10,q16.rq,2.01,1690,False
10,q17.rq,0.96,8550,False
10,q18.rq,0.05,1300,False
10,q2.rq,10.51,11998,False
10,q3.rq,0.56,4207,False
10,q4.rq,0.05,130,False
10,q5.rq,0.02,350,False
10,q6.rq,0.01,1,False
10,q7.rq,4.91,67,False
10,q8.rq,10.82,354600,False
10,q9.rq,100.84,2306543,False
