iteration,query,time,n,error
9,q1.rq,14.42,585400,False
9,q10.rq,0.33,1,False
9,q11.rq,0.21,260,False
9,q12.rq,0.18,130,False
9,q13.rq,0.23,2650,False
9,q14.rq,2.47,22340,False
9,q15.rq,1.17,8564,False
9,q16.rq,0.25,1690,False
9,q17.rq,0.28,8550,False
9,q18.rq,0.06,1300,False
9,q2.rq,0.96,11998,False
9,q3.rq,0.3,4207,False
9,q4.rq,0.03,130,False
9,q5.rq,0.02,350,False
9,q6.rq,0.01,1,False
9,q7.rq,0.05,67,False
9,q8.rq,13.85,354600,False
