iteration,query,time,n,error
10,q1.rq,7.01,292700,False
10,q10.rq,0.23,1,False
10,q11.rq,0.04,260,False
10,q12.rq,0.12,65,False
10,q13.rq,0.13,1325,False
10,q14.rq,1.24,11170,False
10,q15.rq,0.33,4906,False
10,q16.rq,1.31,650,False
10,q17.rq,0.14,4275,False
10,q18.rq,0.03,624,False
10,q2.rq,0.37,5689,False
10,q3.rq,0.15,2104,False
10,q4.rq,0.02,65,False
10,q5.rq,0.02,175,False
10,q6.rq,0.01,1,False
10,q7.rq,0.03,62,False
10,q8.rq,7.52,177300,False
10,q9.rq,38.95,1117490,False
