iteration,query,time,n,error
2,q1.rq,6.94,292700,False
2,q10.rq,0.19,1,False
2,q11.rq,0.14,260,False
2,q12.rq,0.09,65,False
2,q13.rq,0.13,1325,False
2,q14.rq,1.21,11170,False
2,q15.rq,0.45,4906,False
2,q16.rq,1.7,650,False
2,q17.rq,0.11,4275,False
2,q18.rq,0.03,624,False
2,q2.rq,0.53,5689,False
2,q3.rq,0.14,2104,False
2,q4.rq,0.02,65,False
2,q5.rq,0.01,175,False
2,q6.rq,0.01,1,False
2,q7.rq,0.04,62,False
2,q8.rq,7.79,177300,False
2,q9.rq,32.29,1117490,False
