iteration,query,time,n,error
6,q1.rq,8.86,292700,False
6,q10.rq,0.19,1,False
6,q11.rq,0.22,260,False
6,q12.rq,0.12,65,False
6,q13.rq,0.14,1325,False
6,q14.rq,1.47,11170,False
6,q15.rq,0.58,4906,False
6,q16.rq,1.4,650,False
6,q17.rq,0.15,4275,False
6,q18.rq,0.03,624,False
6,q2.rq,0.66,5689,False
6,q3.rq,0.18,2104,False
6,q4.rq,0.02,65,False
6,q5.rq,0.02,175,False
6,q6.rq,0.01,1,False
6,q7.rq,0.04,62,False
6,q8.rq,7.0,177300,False
6,q9.rq,35.59,1117490,False
